0,11,0.44782504723185207
40,42,0.7797986774996947
43,43,0.502074335688395
46,60,0.3668226365317789
57,70,0.3360969151750538
68,80,0.4486517057451984
81,114,0.28737053860526013
121,134,0.31001766230133315
123,139,0.29930550339678436
149,155,0.3024407672468515
169,195,0.3740752524037347
193,216,0.34116542874972006
232,232,0.5163897003531901
233,233,0.5133546324233804
234,255,0.4707816563756509
278,282,0.562442129052668
286,287,0.47744676603913355
289,309,0.31566670602143343
313,324,0.34110526993559515
329,351,0.33680226428044385
358,377,0.2895739988147988
